Category,Physics,Chemistry,Math,Qualified_For_Advanced
OBC,29,55,19,1
General,46,33,20,0
EWS,49,63,57,1
OBC,54,18,48,1
ST,57,61,57,1
OBC,4,82,49,1
OBC,13,85,39,1
OBC,32,69,43,1
OBC,24,43,4,0
General,24,26,42,0
General,30,2,33,0
OBC,40,0,32,0
ST,-10,47,29,1
General,34,87,29,1
OBC,20,31,47,1
ST,53,16,50,1
SC,54,27,33,1
OBC,36,51,69,1
General,-6,46,47,0
OBC,14,40,48,1
SC,24,33,17,1
General,73,22,38,1
OBC,20,51,32,1
General,47,63,23,1
SC,10,30,14,0
General,18,49,36,0
General,21,56,24,0
General,66,70,37,1
OBC,52,13,56,1
General,51,21,10,0
SC,19,18,20,0
General,43,33,25,0
OBC,-10,31,0,0
OBC,39,9,22,0
OBC,3,33,39,0
General,24,43,7,0
OBC,75,34,30,1
General,25,31,28,0
General,84,3,41,1
SC,56,43,47,1
OBC,42,68,38,1
OBC,62,26,51,1
SC,12,36,55,1
OBC,53,22,48,1
SC,24,10,48,1
General,68,3,59,1
General,77,45,37,1
General,38,16,21,0
OBC,34,49,38,1
General,69,43,39,1
OBC,43,26,28,1
OBC,39,27,36,1
OBC,-2,60,35,1
General,51,44,42,1
OBC,44,53,57,1
General,50,85,47,1
SC,42,35,30,1
OBC,37,25,38,1
EWS,77,25,33,1
OBC,42,-10,37,0
General,53,71,3,1
OBC,37,18,40,1
OBC,42,62,62,1
ST,27,24,34,1
OBC,87,36,63,1
SC,64,16,26,1
OBC,48,25,36,1
OBC,47,54,36,1
EWS,22,35,26,0
General,66,16,22,0
OBC,51,24,18,1
OBC,72,64,55,1
OBC,62,81,22,1
SC,-10,30,25,0
SC,84,15,15,1
SC,38,39,48,1
OBC,58,44,57,1
General,29,20,36,0
General,30,68,39,1
General,0,63,22,0
General,5,29,31,0
OBC,32,69,42,1
OBC,18,21,33,0
General,29,-5,20,0
OBC,30,63,51,1
OBC,5,68,0,0
General,50,57,45,1
ST,38,1,30,1
EWS,24,63,87,1
OBC,28,27,49,1
OBC,35,44,5,0
General,41,52,34,1
OBC,45,9,33,0
General,33,60,66,1
General,3,62,58,1
General,20,57,34,1
General,42,52,19,1
SC,43,-1,22,1
EWS,27,10,16,0
General,18,48,34,0
OBC,31,21,27,0
OBC,26,82,14,1
SC,61,32,35,1
OBC,11,31,31,0
SC,51,-10,-5,0
General,17,75,25,1
SC,-5,18,16,0
EWS,38,43,3,0
OBC,2,26,-3,0
SC,87,30,14,1
General,52,14,6,0
SC,6,42,9,0
General,8,25,51,0
General,61,49,17,1
EWS,64,46,32,1
SC,18,43,26,1
OBC,57,28,7,1
OBC,37,53,19,1
General,39,13,32,0
OBC,11,29,12,0
General,29,82,56,1
EWS,49,68,27,1
EWS,19,49,40,1
OBC,40,56,31,1
General,64,22,16,0
General,33,34,25,0
General,14,-10,18,0
OBC,14,43,39,1
General,16,25,32,0
SC,42,37,10,1
OBC,23,77,-10,1
SC,14,35,60,1
General,50,47,14,1
SC,52,42,40,1
EWS,10,23,44,0
SC,58,56,26,1
SC,74,49,40,1
General,30,47,22,0
OBC,35,39,14,0
General,41,49,26,1
EWS,15,-10,21,0
OBC,34,20,11,0
General,36,19,30,0
EWS,15,-10,58,0
General,45,-10,46,0
General,35,56,63,1
SC,57,62,13,1
General,25,38,18,0
General,77,55,38,1
EWS,18,39,15,0
OBC,51,83,51,1
General,32,62,37,1
OBC,24,-10,38,0
EWS,79,65,13,1
OBC,65,25,26,1
OBC,15,40,27,0
SC,34,78,17,1
OBC,42,33,39,1
EWS,30,67,48,1
General,39,14,12,0
SC,13,35,-10,0
OBC,32,16,17,0
SC,37,26,44,1
General,39,28,14,0
ST,36,16,37,1
OBC,40,57,24,1
SC,19,32,4,0
OBC,16,39,43,1
OBC,68,45,59,1
General,58,29,14,0
OBC,31,5,29,0
OBC,71,52,34,1
OBC,28,67,35,1
General,12,63,28,0
OBC,13,55,19,0
OBC,36,37,55,1
OBC,42,25,20,0
General,33,36,33,0
General,14,20,53,0
OBC,46,-2,19,0
OBC,12,19,16,0
OBC,39,49,54,1
OBC,58,37,42,1
General,32,16,20,0
General,11,5,52,0
OBC,28,53,29,1
OBC,29,24,2,0
General,53,20,22,0
General,11,35,37,0
SC,45,29,49,1
OBC,15,43,3,0
OBC,-1,41,24,0
OBC,29,37,5,0
OBC,24,57,29,1
OBC,54,42,51,1
General,11,41,46,0
ST,18,54,24,1
SC,55,67,19,1
EWS,51,37,21,1
OBC,42,20,18,0
General,25,91,18,1
ST,35,53,30,1
OBC,19,50,-2,0
SC,7,31,36,1
OBC,51,49,31,1
OBC,45,35,-9,0
ST,42,85,63,1
OBC,54,50,39,1
OBC,41,41,-10,0
General,10,17,0,0
ST,31,68,73,1
SC,21,49,39,1
ST,2,46,60,1
ST,49,89,59,1
General,42,39,18,0
OBC,34,53,32,1
OBC,30,48,40,1
General,51,10,17,0
ST,20,36,29,1
OBC,40,4,42,0
EWS,19,48,21,0
General,41,69,42,1
OBC,52,23,20,1
OBC,8,38,42,0
OBC,58,82,39,1
OBC,42,18,49,1
OBC,46,35,43,1
General,32,1,0,0
OBC,12,59,56,1
OBC,19,23,47,0
OBC,65,14,-10,0
EWS,12,25,33,0
General,49,-2,16,0
OBC,62,43,45,1
SC,32,24,36,1
General,54,3,68,1
OBC,0,45,19,0
OBC,45,63,57,1
General,46,46,23,1
EWS,69,13,16,1
OBC,20,50,24,1
General,38,41,20,0
OBC,27,66,-9,0
General,18,4,15,0
General,22,50,30,0
ST,-10,21,51,1
General,54,52,13,1
General,21,7,47,0
OBC,22,11,-2,0
General,75,16,17,1
EWS,47,53,50,1
OBC,23,45,16,0
OBC,22,50,37,1
SC,60,40,17,1
OBC,74,43,69,1
General,72,-9,11,0
OBC,29,63,58,1
OBC,69,25,48,1
ST,59,65,42,1
OBC,22,40,3,0
OBC,5,59,51,1
General,48,18,38,0
SC,20,45,47,1
SC,31,27,13,1
General,24,17,25,0
General,31,23,16,0
OBC,23,28,57,1
General,23,88,25,1
EWS,40,56,13,1
OBC,37,59,19,1
OBC,59,35,20,1
OBC,40,58,15,1
SC,53,61,5,1
General,-10,56,4,0
OBC,72,25,29,1
ST,29,53,33,1
General,25,43,38,1
OBC,14,56,58,1
EWS,33,21,63,1
EWS,52,40,65,1
EWS,6,38,30,0
OBC,5,57,19,0
General,67,40,41,1
OBC,24,74,27,1
General,56,47,53,1
General,49,22,27,0
OBC,13,15,-10,0
General,45,65,15,1
OBC,-6,48,48,1
EWS,31,72,15,1
EWS,35,23,66,1
General,53,34,43,1
ST,48,96,37,1
General,58,27,22,1
General,44,41,65,1
General,27,68,8,0
General,53,-4,72,1
General,49,73,17,1
SC,28,30,19,1
OBC,42,60,32,1
General,40,48,2,0
General,70,12,38,1
OBC,24,15,41,0
SC,79,29,61,1
EWS,-10,38,25,0
OBC,41,76,57,1
SC,99,51,39,1
General,29,34,52,1
SC,28,12,24,1
OBC,27,11,8,0
ST,36,45,46,1
EWS,30,42,30,1
OBC,39,28,18,0
General,55,22,42,1
OBC,15,82,38,1
EWS,32,30,20,0
EWS,43,26,32,1
OBC,24,11,15,0
SC,21,38,31,1
EWS,31,17,78,1
General,5,8,56,0
General,2,28,32,0
General,17,17,37,0
General,24,46,40,1
OBC,29,45,30,1
SC,33,72,36,1
EWS,33,55,29,1
ST,22,25,49,1
OBC,29,65,34,1
OBC,47,54,34,1
General,61,53,39,1
OBC,20,35,12,0
OBC,42,37,18,1
OBC,20,66,20,1
General,25,60,34,1
OBC,13,72,42,1
OBC,32,56,17,1
OBC,19,6,47,0
SC,41,60,26,1
OBC,43,19,34,1
General,41,49,36,1
General,14,26,31,0
OBC,-10,38,49,0
ST,26,41,23,1
EWS,8,63,44,1
OBC,36,52,90,1
OBC,56,50,35,1
SC,44,36,20,1
General,25,17,-2,0
OBC,36,29,28,1
EWS,49,27,25,1
OBC,59,72,-10,1
OBC,37,-2,44,0
OBC,42,49,16,1
OBC,20,72,6,1
EWS,37,-6,24,0
OBC,30,-10,44,0
EWS,35,38,31,1
OBC,25,62,13,1
General,37,52,28,1
OBC,23,53,35,1
SC,65,25,19,1
General,12,69,31,1
OBC,29,27,36,1
General,29,34,43,1
OBC,36,17,61,1
General,33,82,30,1
General,8,68,3,0
OBC,45,34,59,1
OBC,41,67,13,1
General,25,61,45,1
OBC,35,22,54,1
ST,71,49,47,1
General,14,13,47,0
General,33,62,44,1
EWS,30,-8,58,0
SC,48,51,5,1
General,50,64,43,1
General,66,16,41,1
OBC,32,58,3,1
General,55,-8,31,0
General,10,11,26,0
General,45,30,29,0
General,55,0,56,1
OBC,43,59,28,1
OBC,20,42,55,1
OBC,13,62,48,1
SC,34,32,35,1
OBC,51,35,47,1
General,31,36,75,1
General,33,13,41,0
OBC,34,9,38,0
General,32,17,31,0
OBC,45,11,40,1
General,46,77,44,1
OBC,34,59,25,1
OBC,-3,60,54,1
EWS,18,28,10,0
SC,58,12,48,1
OBC,50,34,19,1
SC,0,45,37,1
General,35,42,37,1
General,37,50,41,1
OBC,20,8,9,0
OBC,56,39,5,1
General,69,18,36,1
General,70,49,77,1
General,18,35,41,0
General,20,17,40,0
General,11,61,13,0
General,13,46,52,1
OBC,18,37,9,0
OBC,8,33,34,0
General,9,29,40,0
OBC,44,71,38,1
General,31,72,37,1
OBC,36,35,31,1
General,18,18,26,0
OBC,19,0,29,0
EWS,76,34,-5,1
SC,22,57,31,1
General,52,48,18,1
General,19,39,50,1
OBC,37,20,34,1
OBC,65,72,-1,1
OBC,30,56,4,1
OBC,33,29,4,0
General,38,7,21,0
SC,40,20,-1,0
General,31,49,34,1
ST,22,59,24,1
EWS,21,91,16,1
OBC,67,57,24,1
SC,20,22,58,1
OBC,1,59,57,1
OBC,21,76,51,1
General,6,18,51,0
ST,16,66,33,1
OBC,72,76,35,1
General,16,28,2,0
General,23,65,9,0
General,35,47,72,1
General,29,32,25,0
General,32,59,9,0
SC,46,47,7,1
OBC,24,21,13,0
General,46,49,30,1
EWS,47,30,28,1
OBC,29,19,67,1
General,50,56,89,1
EWS,15,38,52,1
EWS,30,20,9,0
OBC,50,42,4,1
OBC,50,63,32,1
General,27,30,23,0
EWS,43,-10,20,0
OBC,40,46,23,1
General,54,66,35,1
EWS,83,44,31,1
ST,9,19,-2,0
OBC,27,10,22,0
General,28,43,16,0
OBC,35,28,18,0
OBC,59,13,36,1
General,1,55,27,0
EWS,35,49,8,1
SC,44,14,10,1
OBC,10,88,65,1
OBC,50,28,23,1
OBC,26,41,16,0
General,48,59,69,1
SC,4,61,26,1
SC,50,40,30,1
OBC,38,3,17,0
OBC,43,61,37,1
General,59,57,24,1
OBC,7,23,0,0
General,3,34,11,0
General,14,45,24,0
General,24,33,41,0
OBC,17,5,36,0
General,35,15,14,0
General,22,13,35,0
General,14,76,29,1
OBC,19,19,47,0
SC,22,-10,14,0
OBC,14,45,42,1
General,27,69,38,1
General,54,57,29,1
OBC,26,62,36,1
OBC,36,69,15,1
General,64,24,51,1
OBC,33,75,15,1
OBC,48,64,28,1
General,45,48,35,1
EWS,67,78,5,1
General,18,23,39,0
OBC,80,22,13,1
General,21,43,36,0
General,32,33,3,0
OBC,54,49,17,1
EWS,71,51,49,1
SC,30,40,25,1
EWS,50,7,27,0
SC,52,33,34,1
SC,46,63,41,1
OBC,15,73,34,1
General,46,14,25,0
OBC,-10,97,10,1
EWS,-6,72,28,1
OBC,16,44,65,1
OBC,35,41,58,1
General,17,36,27,0
General,23,41,25,0
OBC,17,-2,48,0
General,63,41,25,1
OBC,30,53,16,1
General,54,11,41,1
General,58,25,46,1
EWS,51,32,31,1
OBC,8,72,31,1
General,30,47,69,1
General,17,30,78,1
General,58,97,20,1
OBC,37,43,6,0
General,44,83,57,1
ST,33,30,27,1
ST,62,32,11,1
General,24,10,-8,0
OBC,37,80,13,1
OBC,49,41,29,1
OBC,64,38,18,1
OBC,32,37,38,1
General,26,73,21,1
General,45,44,24,1
EWS,22,51,23,1
SC,58,53,53,1
OBC,25,49,35,1
General,37,28,-3,0
General,95,34,8,1
OBC,9,57,7,0
OBC,48,34,20,1
SC,36,24,38,1
General,33,7,16,0
General,34,13,49,0
OBC,-4,22,25,0
General,26,57,3,0
General,5,45,42,0
EWS,66,27,8,1
OBC,48,66,42,1
General,57,0,46,0
General,45,66,37,1
OBC,37,77,37,1
OBC,53,17,23,1
OBC,33,64,31,1
SC,7,50,45,1
EWS,33,23,31,0
General,59,14,10,0
General,56,46,53,1
SC,10,13,33,0
General,19,71,38,1
ST,20,23,31,1
General,49,0,21,0
General,26,32,50,1
EWS,16,87,41,1
OBC,46,54,21,1
General,37,15,18,0
OBC,4,56,24,0
General,23,35,23,0
ST,59,50,14,1
General,40,59,19,1
General,1,58,70,1
OBC,72,48,44,1
General,56,16,31,0
General,-10,58,17,0
SC,25,30,33,1
OBC,1,21,68,1
EWS,41,51,22,1
EWS,33,52,30,1
ST,79,79,42,1
OBC,22,71,60,1
EWS,-1,22,-9,0
EWS,14,13,60,0
OBC,41,59,4,1
General,35,7,28,0
OBC,73,71,25,1
General,19,-1,47,0
General,-6,29,1,0
SC,-10,10,49,0
General,55,-2,30,0
OBC,0,21,35,0
OBC,52,33,-10,0
OBC,34,-7,-3,0
OBC,50,18,40,1
OBC,52,75,9,1
General,60,57,67,1
OBC,55,73,30,1
OBC,40,63,50,1
General,31,48,66,1
SC,9,38,53,1
OBC,20,35,7,0
General,58,24,38,1
General,30,29,40,0
EWS,16,46,50,1
General,60,45,35,1
OBC,28,41,18,0
ST,25,35,30,1
OBC,18,29,27,0
General,41,64,41,1
OBC,0,84,7,1
General,31,38,51,1
OBC,33,39,59,1
General,39,64,23,1
General,-6,34,47,0
General,55,43,6,0
OBC,45,47,31,1
SC,38,59,5,1
OBC,37,30,61,1
EWS,56,21,26,1
OBC,53,12,62,1
General,29,59,27,1
General,45,24,42,1
OBC,48,29,24,1
ST,31,84,28,1
General,16,37,8,0
OBC,39,-10,19,0
ST,33,11,44,1
General,35,74,13,1
General,17,27,56,0
General,30,61,22,1
OBC,47,30,68,1
OBC,56,93,39,1
EWS,15,57,45,1
General,27,7,-10,0
General,17,37,8,0
General,89,44,32,1
OBC,39,29,25,1
SC,62,35,27,1
General,32,60,22,1
OBC,34,44,53,1
OBC,21,26,17,0
ST,45,51,39,1
SC,54,15,54,1
OBC,33,51,28,1
OBC,20,57,39,1
OBC,9,55,38,1
OBC,44,65,19,1
OBC,4,27,37,0
OBC,46,71,46,1
General,32,70,18,1
OBC,69,73,14,1
General,41,71,58,1
EWS,34,37,35,1
OBC,31,34,31,1
OBC,38,17,14,0
OBC,38,39,29,1
EWS,30,16,49,1
SC,23,34,70,1
OBC,40,73,39,1
General,22,44,66,1
General,29,52,38,1
General,5,32,75,1
OBC,53,19,45,1
General,24,9,42,0
General,-10,27,44,0
EWS,52,33,19,1
OBC,33,57,35,1
General,35,47,53,1
General,29,33,32,0
SC,39,22,21,1
OBC,6,27,57,1
OBC,39,56,30,1
OBC,40,16,22,0
OBC,7,40,15,0
ST,87,39,3,1
OBC,63,39,16,1
OBC,26,32,34,1
General,92,0,78,1
OBC,33,5,28,0
OBC,63,65,55,1
SC,19,61,11,1
SC,86,44,24,1
OBC,36,58,23,1
OBC,37,40,42,1
EWS,55,31,50,1
General,31,25,45,0
EWS,-1,70,8,0
OBC,17,47,16,0
General,27,42,38,1
General,41,17,20,0
General,8,26,69,0
General,10,20,20,0
SC,21,72,14,1
OBC,47,43,64,1
EWS,54,9,40,1
General,26,44,2,0
General,49,32,54,1
General,35,26,24,0
EWS,24,44,22,1
ST,12,-10,-3,0
General,51,42,32,1
OBC,-2,64,21,0
ST,27,60,19,1
ST,27,45,20,1
OBC,42,96,16,1
General,65,33,-5,0
ST,10,38,36,1
EWS,-3,33,7,0
ST,26,67,34,1
General,29,78,46,1
General,48,22,23,0
ST,37,37,35,1
General,16,25,6,0
OBC,29,54,44,1
General,-4,57,41,0
General,17,77,53,1
OBC,37,11,6,0
OBC,42,49,42,1
ST,-10,33,30,1
OBC,61,18,14,1
General,30,43,43,1
SC,52,45,7,1
General,43,19,22,0
General,39,55,21,1
SC,15,77,13,1
General,11,15,10,0
OBC,45,29,41,1
OBC,61,35,23,1
General,45,17,62,1
ST,22,66,41,1
OBC,31,30,38,1
SC,26,56,15,1
General,62,83,18,1
OBC,40,62,45,1
ST,3,50,38,1
General,24,18,20,0
OBC,16,35,25,0
General,67,30,13,1
General,20,60,33,1
OBC,-1,26,34,0
OBC,37,-5,43,0
OBC,8,34,27,0
General,47,37,43,1
OBC,58,18,52,1
EWS,45,59,35,1
General,42,34,24,0
OBC,12,46,-2,0
General,32,59,47,1
OBC,29,-10,25,0
EWS,32,79,13,1
General,64,44,29,1
SC,30,68,8,1
EWS,45,27,58,1
OBC,47,32,-5,0
SC,50,41,16,1
EWS,42,98,54,1
OBC,42,51,17,1
SC,2,15,33,0
General,40,80,19,1
EWS,51,41,1,1
General,30,26,-10,0
EWS,15,39,14,0
OBC,26,35,17,0
EWS,43,-8,25,0
General,31,38,36,1
EWS,49,61,15,1
OBC,23,55,27,1
General,28,23,-10,0
OBC,44,34,0,0
General,75,30,7,1
EWS,52,56,35,1
SC,54,47,42,1
General,27,84,36,1
General,35,32,45,1
General,35,39,-9,0
OBC,57,61,14,1
ST,58,54,37,1
OBC,36,49,22,1
General,52,28,-3,0
OBC,47,49,17,1
OBC,5,48,28,0
General,18,38,14,0
General,47,55,21,1
OBC,40,32,39,1
SC,44,-10,36,1
OBC,30,28,19,0
OBC,13,37,53,1
OBC,22,77,16,1
General,54,25,16,0
SC,50,43,36,1
OBC,0,54,1,0
OBC,11,32,38,0
OBC,29,53,33,1
SC,11,42,37,1
General,41,12,15,0
ST,43,51,0,1
ST,34,43,38,1
EWS,42,68,24,1
OBC,40,71,50,1
EWS,39,63,45,1
General,55,4,29,0
ST,18,6,28,1
OBC,41,17,39,1
General,66,79,53,1
OBC,7,84,3,1
General,17,58,22,0
OBC,42,23,12,0
SC,23,14,46,1
OBC,28,-10,19,0
OBC,49,31,49,1
SC,41,71,37,1
OBC,-10,30,11,0
General,65,58,20,1
General,44,34,32,1
SC,44,29,31,1
OBC,28,13,54,1
SC,18,28,31,1
General,2,38,30,0
General,26,35,13,0
EWS,49,30,19,1
General,23,21,34,0
General,18,78,38,1
OBC,30,26,28,0
OBC,17,59,29,1
General,28,18,-2,0
ST,30,24,34,1
General,15,6,42,0
OBC,34,13,9,0
OBC,7,26,29,0
OBC,39,82,33,1
ST,16,38,25,1
SC,28,52,34,1
SC,43,51,43,1
EWS,56,64,42,1
EWS,15,7,20,0
OBC,46,34,38,1
OBC,23,58,23,1
General,43,67,29,1
General,43,31,8,0
OBC,21,42,42,1
EWS,17,32,29,0
ST,3,58,10,1
General,39,74,30,1
EWS,51,49,47,1
General,31,48,10,0
General,28,19,5,0
EWS,24,-2,46,0
OBC,40,56,48,1
OBC,32,41,14,0
OBC,10,50,25,0
General,1,19,41,0
OBC,50,66,47,1
OBC,24,44,24,1
General,27,42,32,0
OBC,44,19,33,1
ST,8,27,34,1
General,53,56,31,1
EWS,61,51,65,1
OBC,43,61,29,1
General,51,77,11,1
General,46,39,28,1
General,24,47,24,0
EWS,39,35,16,1
OBC,24,40,49,1
OBC,68,25,28,1
OBC,33,7,37,0
OBC,28,41,59,1
EWS,40,14,25,0
SC,15,45,41,1
General,68,32,15,1
SC,72,20,53,1
OBC,-6,39,34,0
General,28,59,8,0
ST,46,45,37,1
General,33,64,63,1
SC,46,16,20,1
General,47,0,14,0
SC,50,60,66,1
OBC,31,52,42,1
OBC,11,36,23,0
OBC,2,55,38,1
SC,54,41,1,1
OBC,58,-10,21,0
OBC,49,32,34,1
General,19,-5,24,0
OBC,43,36,29,1
OBC,39,20,41,1
OBC,39,19,5,0
OBC,11,38,54,1
General,30,37,28,0
OBC,46,70,44,1
General,59,23,34,1
General,39,9,64,1
EWS,55,74,21,1
ST,33,-3,20,1
General,8,72,37,1
General,66,88,42,1
SC,21,83,60,1
OBC,55,58,43,1
OBC,42,47,42,1
OBC,48,22,60,1
ST,26,45,8,1
OBC,18,19,36,0
General,34,27,49,1
OBC,29,26,38,1
SC,30,45,29,1
ST,8,0,0,0
OBC,33,45,27,1
General,14,81,19,1
OBC,60,68,82,1
SC,36,39,20,1
EWS,53,37,47,1
General,58,63,29,1
General,29,37,4,0
ST,45,32,34,1
ST,53,37,63,1
General,38,65,20,1
ST,79,60,19,1
General,33,54,56,1
SC,36,47,32,1
General,33,56,55,1
General,15,24,23,0
OBC,19,42,37,1
SC,68,7,35,1
EWS,50,61,25,1
OBC,59,66,1,1
OBC,13,65,44,1
OBC,42,22,41,1
OBC,12,26,32,0
General,30,48,17,0
OBC,26,41,21,0
OBC,43,-1,33,0
OBC,40,-8,38,0
OBC,29,54,29,1
ST,22,29,33,1
SC,54,64,48,1
EWS,14,56,37,1
General,28,52,21,0
ST,50,4,18,1
General,48,33,37,1
ST,60,35,31,1
EWS,56,50,38,1
EWS,28,59,50,1
EWS,0,31,6,0
EWS,-10,34,27,0
SC,32,33,33,1
General,37,47,19,0
OBC,47,38,51,1
General,45,45,61,1
SC,12,55,26,1
OBC,55,65,47,1
ST,20,15,36,1
General,12,72,21,1
OBC,43,16,29,0
SC,20,32,31,1
General,24,27,13,0
EWS,22,46,4,0
General,58,29,17,0
General,4,82,25,1
General,18,53,38,1
OBC,62,39,40,1
ST,48,37,22,1
OBC,52,21,53,1
General,23,38,46,1
ST,9,72,39,1
ST,23,39,21,1
OBC,60,23,48,1
EWS,8,48,-1,0
OBC,-2,26,52,0
OBC,54,53,50,1
SC,10,25,34,1
SC,14,46,35,1
SC,17,51,46,1
ST,46,61,-10,1
General,24,41,17,0
General,19,34,27,0
OBC,32,55,12,1
OBC,57,18,17,1
General,27,-5,11,0
EWS,0,50,39,0
General,68,0,31,0
OBC,29,5,37,0
OBC,24,34,38,1
OBC,78,33,34,1
OBC,55,54,17,1
General,40,38,37,1
OBC,37,24,36,1
OBC,30,0,31,0
General,64,31,28,1
OBC,40,47,43,1
OBC,57,37,0,1
General,46,8,36,0
General,44,50,64,1
OBC,45,51,7,1
OBC,32,34,17,0
OBC,36,77,76,1
General,9,10,-10,0
EWS,47,24,8,0
General,21,27,54,0
OBC,16,21,39,0
General,-10,54,39,0
OBC,11,5,10,0
ST,25,21,51,1
General,29,58,18,1
OBC,3,46,30,0
OBC,73,54,18,1
OBC,26,40,20,0
OBC,77,29,40,1
General,45,6,32,0
EWS,17,100,35,1
OBC,33,45,36,1
SC,50,39,54,1
General,44,89,47,1
General,42,68,-5,1
SC,11,7,34,0
SC,29,43,13,1
OBC,73,52,49,1
OBC,48,64,-10,1
SC,39,58,39,1
OBC,15,74,26,1
OBC,23,32,28,0
SC,50,64,57,1
SC,20,55,35,1
General,13,22,19,0
OBC,77,21,46,1
General,33,34,53,1
OBC,29,53,8,1
OBC,38,56,9,1
General,45,67,63,1
General,39,40,21,0
OBC,21,25,71,1
General,56,51,59,1
EWS,38,19,40,1
ST,10,50,14,1
General,56,15,0,0
OBC,20,67,54,1
OBC,29,4,63,1
ST,32,49,4,1
General,31,87,37,1
General,54,61,18,1
SC,56,53,50,1
General,28,61,19,1
EWS,25,49,45,1
ST,4,31,29,1
General,18,46,13,0
OBC,57,41,38,1
OBC,31,29,63,1
General,1,57,44,0
SC,21,68,51,1
OBC,0,60,6,0
OBC,53,41,68,1
ST,11,33,51,1
OBC,43,43,56,1
General,40,26,35,0
General,18,74,33,1
OBC,41,32,36,1
EWS,51,5,50,1
ST,14,21,19,1
General,66,59,35,1
General,33,19,42,0
General,39,50,22,1
General,6,86,57,1
SC,37,24,39,1
OBC,40,94,19,1
OBC,33,62,24,1
General,52,27,52,1
OBC,14,62,25,1
OBC,64,12,43,1
EWS,6,59,32,1
General,30,50,39,1
General,47,49,44,1
General,53,61,17,1
OBC,64,11,80,1
General,5,50,52,1
SC,50,55,47,1
OBC,65,42,0,1
EWS,63,24,14,1
SC,43,46,38,1
OBC,40,42,38,1
EWS,59,62,23,1
General,38,37,44,1
General,63,72,39,1
OBC,39,43,15,1
General,33,55,38,1
General,42,17,47,1
OBC,79,-10,37,1
OBC,35,57,63,1
General,40,63,16,1
General,17,29,19,0
EWS,36,44,29,1
SC,13,54,4,1
General,74,62,3,1
OBC,3,27,29,0
OBC,49,12,8,0
General,48,57,29,1
OBC,23,61,28,1
OBC,21,28,52,1
OBC,61,34,61,1
OBC,54,20,12,0
OBC,34,51,32,1
General,37,36,14,0
OBC,12,13,30,0
OBC,36,22,61,1
EWS,3,58,32,1
ST,-10,27,36,1
OBC,24,52,18,1
General,13,85,41,1
ST,28,24,4,1
General,67,29,21,1
OBC,23,76,14,1
OBC,30,25,47,1
ST,23,-2,13,0
General,44,12,45,0
OBC,36,47,38,1
OBC,31,3,5,0
OBC,21,39,42,1
General,36,28,-7,0
OBC,48,32,34,1
OBC,35,25,-10,0
SC,26,81,28,1
General,42,38,38,1
SC,51,32,28,1
OBC,51,49,31,1
OBC,59,31,44,1
SC,54,7,24,1
General,40,53,34,1
OBC,32,48,65,1
General,32,25,18,0
ST,44,23,36,1
EWS,64,27,8,1
OBC,63,-3,20,0
OBC,68,41,4,1
SC,37,34,58,1
General,0,91,34,1
EWS,33,57,50,1
OBC,32,55,1,0
EWS,4,79,27,1
OBC,22,34,20,0
OBC,54,42,41,1
OBC,33,57,41,1
EWS,18,61,33,1
General,-10,43,40,0
SC,36,33,15,1
General,30,10,55,0
OBC,30,61,15,1
General,53,63,44,1
OBC,28,89,26,1
OBC,44,75,8,1
OBC,34,74,29,1
General,48,41,-7,0
General,32,16,9,0
SC,22,37,18,1
OBC,36,25,21,0
EWS,30,17,27,0
General,12,23,20,0
General,41,41,15,0
General,33,55,41,1
OBC,13,31,51,1
OBC,65,74,49,1
OBC,33,15,32,0
ST,31,54,51,1
OBC,20,28,7,0
OBC,84,97,60,1
General,-10,35,29,0
OBC,36,16,2,0
OBC,27,37,32,1
General,34,48,62,1
ST,60,33,24,1
General,8,48,46,0
OBC,32,22,0,0
ST,12,70,23,1
EWS,18,58,0,0
General,54,42,23,1
General,57,0,49,1
SC,32,37,9,1
General,13,25,23,0
OBC,37,39,-5,0
SC,61,17,-10,1
OBC,51,74,40,1
General,20,48,18,0
ST,32,39,2,1
General,38,48,56,1
OBC,24,30,42,1
ST,3,-2,23,0
ST,26,41,41,1
OBC,46,45,27,1
SC,35,22,-10,0
OBC,19,34,55,1
General,46,59,43,1
OBC,31,34,25,1
OBC,12,70,60,1
General,24,58,8,0
EWS,12,59,11,0
ST,52,35,35,1
EWS,26,49,38,1
General,33,73,46,1
SC,42,57,62,1
SC,36,11,12,0
General,21,24,29,0
General,54,67,22,1
EWS,28,83,19,1
General,33,24,7,0
SC,1,57,18,1
OBC,32,3,56,1
ST,20,16,44,1
SC,46,67,4,1
General,28,-1,56,0
General,57,87,42,1
SC,36,67,63,1
EWS,19,14,43,0
General,46,15,64,1
OBC,22,27,20,0
General,49,69,40,1
General,52,43,27,1
SC,6,87,17,1
General,8,33,48,0
General,35,22,7,0
OBC,26,49,-10,0
General,53,77,14,1
OBC,58,41,34,1
OBC,76,78,35,1
SC,52,35,37,1
General,3,-4,0,0
OBC,42,49,57,1
SC,50,24,59,1
OBC,36,63,43,1
General,25,67,43,1
General,53,-3,16,0
General,81,28,70,1
OBC,8,45,22,0
EWS,47,37,38,1
OBC,48,21,39,1
EWS,1,3,12,0
EWS,52,43,40,1
EWS,31,44,39,1
EWS,53,18,-1,0
General,28,34,48,1
OBC,60,29,48,1
OBC,44,83,44,1
ST,54,20,26,1
General,36,34,20,0
OBC,32,68,19,1
